TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
526,2024/06/02,4591.05,213,refund,New York,0
527,2023/11/02,992.85,554,purchase,Chicago,0
528,2024/02/16,2929.29,802,purchase,Chicago,0
529,2024/02/01,2254.13,284,refund,San Diego,0
530,2024/03/04,750.6,100,purchase,Los Angeles,0
531,2024/04/17,3323.96,1000,refund,Los Angeles,0
532,2024/09/01,3374.49,668,purchase,Philadelphia,0
533,2024/09/16,3992.4,359,purchase,New York,0
534,2024/03/08,183.54,705,purchase,New York,0
535,2024/05/16,852.53,694,purchase,San Antonio,0
536,2024/06/26,2934.86,101,refund,Houston,0
537,2024/01/17,2072.84,183,refund,New York,0
538,2023/11/30,2923.25,962,refund,San Jose,0
539,2024/03/12,4258.71,282,purchase,San Jose,0
540,2024/07/10,4136.06,65,refund,San Antonio,0
541,2024/08/01,1849.94,220,purchase,Houston,0
542,2024/03/06,4247.25,926,refund,Los Angeles,0
543,2024/04/29,2463.35,18,refund,San Jose,0
544,2023/11/15,4429.38,592,purchase,New York,0
545,2024/03/31,2616.94,843,refund,San Antonio,0
546,2024/08/15,522.73,92,purchase,New York,0
547,2024/07/08,1745.1,68,purchase,New York,0
548,2024/03/03,1837.08,684,refund,Chicago,0
549,2023/12/30,619.48,427,purchase,Dallas,0
550,2024/08/22,616.34,869,refund,San Diego,0
551,2023/10/30,1057.76,399,refund,Dallas,0
552,2024/02/19,4760.02,247,refund,San Antonio,0
553,2023/11/14,4256.7,897,refund,Dallas,0
554,2023/11/10,2101.04,378,purchase,San Antonio,0
555,2024/06/09,2943.87,657,refund,Phoenix,0
556,2023/12/17,1835.1,85,refund,Dallas,0
557,2024/01/22,1354.66,845,refund,San Diego,0
558,2023/12/05,1442.19,655,refund,Philadelphia,0
559,2024/05/12,3005.9,658,refund,Houston,0
560,2023/12/05,636.86,299,refund,Phoenix,0
561,2023/12/17,1344.99,141,refund,Phoenix,0
562,2024/02/17,259.78,514,refund,Houston,0
563,2024/06/28,3675.5,956,refund,San Jose,0
564,2024/01/18,4833.55,818,refund,San Antonio,0
565,2024/03/19,4601.81,629,purchase,San Jose,0
566,2024/07/01,4539.76,811,refund,Chicago,0
567,2024/09/02,4159.75,550,purchase,Dallas,0
568,2024/08/30,1131.85,132,refund,Philadelphia,0
569,2024/03/27,3513.48,573,refund,San Jose,0
570,2024/08/12,2601.72,343,purchase,Dallas,0
571,2024/05/28,1312.16,820,purchase,Phoenix,0
572,2024/02/24,4152.83,400,refund,New York,0
573,2024/01/29,500.64,673,purchase,Houston,0
574,2024/01/25,4500.43,715,purchase,San Diego,0
575,2024/06/18,2503.45,581,refund,Houston,0
576,2023/11/25,4688.8,147,purchase,Chicago,0
577,2024/03/27,3253.16,278,purchase,San Diego,0
578,2024/01/31,353.96,595,purchase,Houston,0
579,2024/03/23,4545.76,2,refund,Philadelphia,0
580,2024/10/18,4114.41,415,refund,Los Angeles,0
581,2023/10/22,4748.66,554,purchase,San Antonio,0
582,2024/07/22,755.24,733,refund,Philadelphia,0
583,2023/11/26,3252.16,84,purchase,Dallas,0
584,2024/05/27,199.62,403,purchase,San Jose,0
585,2024/09/15,3653.41,125,refund,Dallas,0
586,2024/05/12,4669.19,401,refund,Dallas,0
587,2024/06/02,1932.43,342,refund,San Jose,0
588,2024/09/29,4038.95,525,purchase,San Antonio,0
589,2024/08/13,1883.35,73,refund,Philadelphia,0
590,2024/02/08,2852.28,789,refund,San Jose,0
591,2023/12/28,85.77,876,refund,Los Angeles,0
592,2023/11/23,3904.28,414,purchase,San Antonio,0
593,2024/08/02,2660.39,204,refund,New York,0
594,2024/06/12,4948.06,790,refund,New York,0
595,2024/01/31,1928.22,848,refund,Los Angeles,0
596,2024/04/16,918.48,491,refund,New York,0
597,2024/04/24,4628.41,25,refund,Dallas,0
598,2024/04/17,2417.78,448,purchase,Los Angeles,0
599,2024/03/17,188.48,764,refund,San Jose,0
600,2024/09/11,1733.24,805,purchase,Philadelphia,0
601,2023/11/07,2618.27,534,purchase,Phoenix,0
602,2024/02/13,656.66,885,purchase,San Antonio,0
603,2024/09/19,2003.48,409,purchase,Chicago,0
604,2024/10/14,1310.28,178,refund,New York,0
605,2023/11/01,4205.74,5,purchase,New York,0
606,2024/02/03,109.46,405,purchase,San Jose,0
607,2024/06/24,1072.5,331,purchase,San Antonio,0
608,2024/02/12,341.79,284,purchase,New York,0
609,2024/05/10,4831.66,525,refund,San Jose,0
610,2024/09/06,294.63,999,purchase,Houston,0
611,2024/02/03,1015.33,588,refund,San Antonio,1
612,2024/06/23,19.48,414,refund,San Antonio,0
613,2024/05/21,4980.16,178,purchase,Dallas,0
614,2024/05/16,2712.54,480,refund,San Antonio,0
615,2024/04/27,4504.58,565,refund,Philadelphia,0
616,2024/03/26,3497.95,851,purchase,Dallas,1
617,2024/09/12,134.85,427,refund,New York,0
618,2023/10/29,3623.57,829,refund,New York,0
619,2024/07/13,3970.7,532,purchase,Chicago,0
620,2024/07/18,812.78,559,refund,San Diego,0
621,2024/04/09,4698.55,633,purchase,Philadelphia,0
622,2024/07/19,4720.52,99,refund,Philadelphia,0
623,2024/02/27,3721.35,4,purchase,San Jose,0
624,2024/06/02,4535.66,3,refund,Chicago,0
625,2024/10/12,3109.69,81,refund,Houston,0
626,2024/01/21,2296.54,549,refund,Dallas,0
627,2024/04/06,1715.38,113,refund,Houston,0
628,2024/07/01,3071.9,350,purchase,Phoenix,0
629,2024/02/28,243.71,324,purchase,Dallas,0
630,2024/01/09,3912.16,586,refund,San Jose,0
631,2023/11/01,937.89,178,purchase,San Jose,0
632,2024/04/10,1354.41,382,refund,Dallas,0
633,2024/10/07,2867.01,582,purchase,Philadelphia,0
634,2024/08/03,2497.95,642,refund,Los Angeles,0
635,2024/06/18,1582.85,768,purchase,Los Angeles,0
636,2024/09/21,3516.64,434,purchase,Houston,0
637,2024/07/15,3835.91,667,purchase,Dallas,0
638,2024/01/04,930.86,396,refund,San Jose,0
639,2024/10/13,3621.1,643,refund,San Antonio,0
640,2024/03/11,1110.79,525,purchase,New York,0
641,2024/08/31,2281.9,461,refund,Houston,0
642,2023/12/31,3080.22,949,purchase,Philadelphia,0
643,2024/02/29,2965.37,116,purchase,Philadelphia,0
644,2024/07/06,1961.91,206,purchase,San Diego,0
645,2023/11/21,4395.05,839,purchase,Phoenix,0
646,2024/02/26,3640.13,352,refund,San Jose,0
647,2023/12/07,950.45,356,refund,Chicago,0
648,2024/07/31,2577.96,438,refund,Los Angeles,0
649,2024/02/28,4548.21,313,refund,Phoenix,0
650,2024/01/31,1258.4,913,purchase,Houston,0
651,2024/09/20,1791.46,689,purchase,Chicago,0
652,2024/04/22,1735.05,453,purchase,Chicago,0
653,2024/06/01,4671.26,773,refund,San Antonio,0
654,2024/06/21,3527.46,253,purchase,Philadelphia,0
655,2024/03/07,4501.05,940,purchase,San Jose,0
656,2024/04/26,907.27,79,refund,San Jose,0
657,2024/01/09,3533.34,532,purchase,Phoenix,0
658,2024/04/27,4172.96,333,purchase,San Antonio,0
659,2024/03/29,2690.45,813,purchase,Houston,0
660,2024/09/15,531.78,503,purchase,New York,0
661,2024/07/21,4532.19,37,purchase,New York,0
662,2024/04/14,1205.66,626,refund,San Jose,0
663,2024/07/27,1467.74,387,purchase,Los Angeles,0
664,2024/07/02,4697.68,692,purchase,San Diego,0
665,2024/08/24,4313.44,884,refund,Houston,0
666,2024/05/06,4750.06,939,refund,San Diego,0
667,2024/08/26,3749.38,943,purchase,New York,0
668,2024/06/19,2587.77,878,refund,Los Angeles,0
669,2024/09/18,665.42,191,refund,Philadelphia,0
670,2024/01/02,297.76,237,purchase,San Diego,0
671,2024/05/28,1078.2,149,purchase,Phoenix,0
672,2023/11/18,4651.2,164,purchase,Los Angeles,0
673,2023/12/13,3097.06,613,purchase,Philadelphia,0
674,2024/02/15,3519.32,864,purchase,Houston,0
675,2023/10/26,1035.23,903,refund,Houston,0
676,2024/06/25,1633.24,73,refund,San Diego,0
677,2023/12/29,142.82,505,purchase,San Jose,0
678,2024/08/07,1476.71,139,purchase,Los Angeles,0
679,2024/07/27,776.95,178,purchase,Phoenix,0
680,2024/03/29,644.37,515,purchase,New York,0
681,2024/01/22,2882.66,627,purchase,Phoenix,0
682,2024/06/22,2972.91,548,refund,Houston,0
683,2024/07/04,2950.12,206,purchase,Houston,0
684,2024/06/05,4620.73,990,purchase,Chicago,0
685,2024/09/05,4863.6,889,purchase,Dallas,0
686,2024/02/28,1685.14,408,purchase,Phoenix,0
687,2023/12/08,808.42,159,refund,New York,0
688,2024/05/06,2708.02,750,refund,San Diego,0
689,2023/11/30,4834.16,879,purchase,San Jose,0
690,2024/06/22,1424.08,609,purchase,Los Angeles,0
691,2024/03/02,2807.97,983,refund,Los Angeles,0
692,2024/08/22,4473.68,927,refund,Chicago,0
693,2024/10/08,3068.73,872,refund,Los Angeles,0
694,2024/01/14,4034.21,492,refund,Houston,1
695,2024/08/14,3089.26,974,purchase,New York,0
696,2024/02/10,1149.74,67,refund,Houston,0
697,2024/10/12,3577.89,665,purchase,Philadelphia,0
698,2024/08/12,3954.96,1000,purchase,Phoenix,0
699,2024/03/07,2371.8,650,purchase,Dallas,0
700,2024/08/26,2399.7,209,refund,Chicago,0
701,2024/04/08,4645.26,509,purchase,New York,0
702,2024/09/27,2781.96,524,purchase,Houston,0
703,2024/10/13,2122.95,809,refund,Los Angeles,0
704,2023/12/08,4789.39,317,purchase,Chicago,0
705,2024/07/05,2985.2,786,refund,Philadelphia,0
706,2023/12/21,4751.28,758,refund,San Diego,0
707,2024/10/02,1796.83,526,refund,San Diego,0
708,2023/12/30,816.09,166,refund,New York,0
709,2024/01/30,2389.59,702,refund,Philadelphia,0
710,2024/08/08,1856.06,973,purchase,San Jose,0
711,2023/11/26,2293.06,651,purchase,Los Angeles,0
712,2024/09/26,19.71,722,refund,San Jose,0
713,2024/10/12,2585.86,730,refund,New York,0
714,2024/10/16,586.36,318,refund,New York,0
715,2024/06/03,4434.74,690,purchase,Phoenix,0
716,2024/10/18,3995.01,80,purchase,San Jose,0
717,2024/09/02,1890.47,948,purchase,Los Angeles,0
718,2024/08/03,32.41,660,refund,Houston,0
719,2024/01/08,3389.54,1,refund,Dallas,0
720,2023/11/09,4847.75,242,refund,San Jose,0
721,2024/09/12,2785.07,27,refund,Houston,0
722,2024/03/20,2922.72,689,purchase,Houston,0
723,2024/05/28,3121.42,826,purchase,Los Angeles,0
724,2024/05/18,4248.21,646,purchase,Phoenix,0
725,2024/05/27,752.01,740,purchase,Phoenix,0
726,2023/11/27,4876.05,802,purchase,Phoenix,0
727,2024/07/18,4582.03,878,purchase,New York,1
728,2024/07/12,3660.79,124,refund,Chicago,0
729,2024/09/29,1774.79,778,refund,Los Angeles,0
730,2023/11/20,4481.96,744,refund,New York,0
731,2023/11/09,1513.73,108,purchase,San Antonio,0
732,2024/08/28,4795.55,172,refund,Phoenix,0
733,2024/02/26,3745.29,26,purchase,San Jose,0
734,2023/12/04,1962.49,507,purchase,Dallas,0
735,2024/08/24,499.32,547,refund,San Antonio,0
736,2024/01/31,764.8,304,purchase,San Jose,0
737,2023/11/27,410.77,503,purchase,Houston,0
738,2024/10/20,3015.81,281,purchase,Los Angeles,0
739,2024/04/25,3313.27,481,purchase,New York,0
740,2024/01/22,3232.97,285,refund,Los Angeles,0
741,2024/04/18,4783.68,723,refund,Houston,0
742,2024/01/25,2442.14,991,purchase,New York,0
743,2024/02/23,4032.48,764,purchase,Houston,0
744,2024/05/23,2830.6,875,purchase,Philadelphia,0
745,2024/01/05,4501.21,661,purchase,San Antonio,0
746,2023/12/27,2040.77,53,purchase,Houston,0
747,2024/04/29,640.91,68,refund,Chicago,0
748,2024/09/05,441.98,4,refund,San Antonio,0
749,2024/03/12,4202.95,885,purchase,San Diego,0
750,2024/08/02,2845.89,157,refund,Philadelphia,0
751,2024/10/15,2042.61,89,purchase,New York,0
752,2024/02/26,439.18,859,purchase,Dallas,0
753,2024/08/22,441.21,201,purchase,Philadelphia,0
754,2023/11/25,260.75,833,purchase,Dallas,0
755,2024/02/23,3111.27,385,purchase,San Antonio,0
756,2024/02/14,2221.72,986,refund,Houston,0
757,2023/11/08,945.06,11,purchase,Houston,0
758,2024/06/22,1818.93,782,refund,San Antonio,0
759,2024/01/23,850.94,593,refund,San Jose,0
760,2023/12/04,1850.67,730,purchase,Houston,0
761,2024/05/27,2948.47,578,purchase,Dallas,0
762,2023/10/23,211.47,344,purchase,Philadelphia,0
763,2024/01/29,1553.8,109,purchase,Phoenix,0
764,2024/05/27,3027.55,208,purchase,New York,0
765,2024/01/23,4806.2,371,purchase,Los Angeles,0
766,2023/12/18,2686.74,7,refund,San Antonio,0
767,2024/09/12,3039.54,24,purchase,Dallas,0
768,2024/04/11,3896.9,652,refund,San Jose,0
769,2024/05/24,568.08,800,refund,Dallas,0
770,2024/06/21,1499.39,962,refund,Houston,0
771,2024/09/08,4262.2,958,refund,San Diego,0
772,2023/12/26,4017.08,374,purchase,Houston,0
773,2024/01/08,1066.42,783,refund,Philadelphia,0
774,2023/10/31,4668.16,695,refund,Phoenix,0
775,2023/12/12,3107.41,385,refund,Chicago,0
776,2024/09/09,1015.92,92,purchase,San Jose,0
777,2024/03/21,1324.27,255,purchase,New York,0
778,2024/07/07,1103.19,890,refund,Chicago,0
779,2024/02/27,1953.68,788,refund,Houston,0
780,2023/11/10,3505.83,561,refund,Dallas,0
781,2024/01/15,3467.87,748,purchase,Houston,0
782,2023/12/23,3259.65,777,purchase,Houston,0
783,2024/04/22,619.75,675,purchase,Phoenix,0
784,2024/04/15,1049.9,416,refund,San Diego,0
785,2024/01/20,4429.63,705,purchase,Phoenix,0
786,2024/09/23,1140.14,275,purchase,San Jose,0
787,2024/01/05,2937.58,929,purchase,San Antonio,0
788,2024/09/27,4902.54,835,refund,San Diego,0
789,2024/04/11,718.29,540,refund,Chicago,0
790,2023/11/14,3044.76,707,purchase,Philadelphia,0
791,2024/04/28,2216.72,847,refund,Houston,0
792,2023/11/29,2055.24,590,purchase,Los Angeles,0
793,2024/03/29,569.9,743,purchase,New York,0
794,2024/02/03,3169.99,654,purchase,San Jose,0
795,2024/02/23,3862.26,300,purchase,Houston,0
796,2023/12/07,3916.15,196,purchase,San Jose,0
797,2024/03/22,4848.66,891,purchase,Los Angeles,0
798,2023/11/01,3228.71,362,purchase,Houston,0
799,2024/01/09,2520.41,88,purchase,San Diego,0
800,2024/02/26,809.59,907,purchase,New York,0
801,2024/01/11,528.5,921,purchase,San Jose,0
802,2024/10/13,4063.68,458,purchase,Los Angeles,0
803,2023/12/19,4054.92,59,refund,New York,0
804,2023/10/23,3924.14,329,purchase,Philadelphia,0
805,2024/09/01,3219.14,163,refund,Philadelphia,0
806,2024/01/26,4726.09,292,refund,New York,0
807,2024/02/05,4705.52,723,purchase,Los Angeles,0
808,2023/12/03,1786.61,969,purchase,San Antonio,0
809,2024/08/17,788.85,18,refund,Los Angeles,0
810,2024/04/16,2809.79,261,purchase,San Antonio,0
811,2023/10/24,3083.68,430,refund,San Diego,0
812,2024/01/11,2671.76,680,refund,Los Angeles,0
813,2024/09/01,1617.7,795,refund,Dallas,0
814,2023/12/04,588.21,50,refund,Los Angeles,0
815,2024/02/23,4039.38,98,refund,Los Angeles,0
816,2024/06/02,4574.37,162,purchase,San Diego,0
817,2024/02/09,1404,206,refund,Philadelphia,0
818,2024/08/20,4539.37,82,refund,San Jose,0
819,2024/02/17,1575.38,197,refund,Philadelphia,0
820,2023/12/25,1007.08,285,refund,Houston,0
821,2024/08/01,4676.69,784,refund,Phoenix,0
822,2024/10/15,3661.94,565,refund,San Diego,0
823,2024/02/19,325.68,141,refund,Philadelphia,0
824,2024/09/06,3582.45,316,refund,Phoenix,0
825,2024/10/12,1427.47,245,purchase,Los Angeles,0
826,2023/11/06,3507.81,239,purchase,San Diego,0
827,2024/03/26,3757.98,347,purchase,Los Angeles,0
828,2024/04/18,1494.57,107,refund,New York,0
829,2023/10/29,674.55,402,refund,San Antonio,0
830,2023/12/04,2777.04,263,refund,San Antonio,0
831,2024/06/15,4418.49,317,refund,Los Angeles,0
832,2024/09/06,2004.83,611,refund,Philadelphia,0
833,2024/09/22,2859.85,713,refund,San Diego,1
834,2023/10/24,1461.71,911,purchase,Houston,0
835,2024/06/08,605.45,767,purchase,Chicago,0
836,2024/07/08,748.87,440,refund,Houston,0
837,2023/11/12,1994.37,693,refund,Philadelphia,0
838,2024/08/19,211.47,885,purchase,Phoenix,0
839,2024/04/22,2474.43,497,refund,Los Angeles,0
840,2024/02/01,1143.9,686,purchase,Houston,0
841,2024/02/04,558.67,48,refund,San Diego,0
842,2024/02/07,4613.81,298,purchase,Phoenix,0
843,2024/05/08,2642.08,510,purchase,Dallas,0
844,2024/07/22,2021.41,879,purchase,San Jose,0
845,2024/06/26,3356.22,265,refund,Dallas,0
846,2024/01/09,2739.19,500,refund,Dallas,0
847,2023/11/30,2611.14,703,refund,San Jose,0
848,2023/11/29,1785.32,345,purchase,Houston,0
849,2024/01/13,162.02,261,purchase,Los Angeles,0
850,2024/02/28,4447.64,328,refund,Phoenix,0
851,2024/04/05,3598.93,625,refund,Chicago,0
852,2024/06/15,646.28,720,refund,Chicago,0
853,2024/06/27,930.11,897,purchase,Philadelphia,0
854,2024/01/06,3294.35,171,purchase,Los Angeles,0
855,2023/10/22,1384.42,257,refund,San Jose,0
856,2024/08/02,635.19,188,purchase,Phoenix,0
857,2024/10/18,2099.87,234,purchase,Philadelphia,0
858,2024/02/03,1414.07,160,refund,Phoenix,0
859,2024/01/16,1078.66,311,refund,New York,0
860,2024/01/29,1616.55,420,refund,Houston,0
861,2024/05/15,4259.38,788,purchase,Houston,0
862,2024/08/13,2832.25,236,purchase,San Antonio,0
863,2024/10/16,3687.72,534,refund,New York,0
864,2023/11/26,1743.53,776,purchase,Phoenix,0
865,2024/06/02,3158.72,509,refund,San Jose,0
866,2024/10/16,2762.98,855,purchase,Dallas,0
867,2024/09/28,4815.12,111,refund,San Jose,0
868,2024/02/22,134.41,521,purchase,Chicago,0
869,2024/07/02,2514.98,701,purchase,San Diego,0
870,2024/03/30,4971.92,980,refund,Houston,0
871,2023/11/04,1590.42,705,purchase,San Diego,0
872,2023/12/18,2611.72,186,purchase,Phoenix,0
873,2024/09/09,2160.91,771,purchase,Dallas,0
874,2024/05/30,4596.58,693,refund,New York,0
875,2024/10/21,3067.78,922,purchase,Phoenix,0
876,2024/06/14,4073.32,803,refund,Chicago,0
877,2024/01/06,2797.82,578,purchase,Chicago,0
878,2024/07/11,426.99,822,refund,Houston,0
879,2024/06/15,20.25,930,refund,Chicago,0
880,2023/10/27,2753.26,556,purchase,San Antonio,1
881,2024/07/09,2823.83,488,purchase,San Diego,0
882,2024/06/15,565.55,125,refund,Houston,0
883,2024/06/10,669.8,525,refund,Chicago,0
884,2023/12/14,4883.89,420,purchase,Houston,0
885,2023/11/11,1227.5,465,refund,San Diego,0
886,2024/09/09,4492.8,634,purchase,New York,0
887,2024/06/14,2955.33,984,purchase,New York,0
888,2023/12/15,3469.71,421,purchase,San Antonio,0
889,2024/06/02,2746.32,829,refund,Philadelphia,0
890,2024/08/07,1960.5,379,refund,Dallas,0
891,2024/03/29,408.83,905,refund,San Diego,0
892,2024/07/05,4831.16,880,purchase,Philadelphia,0
893,2024/06/13,56.21,222,refund,San Diego,0
894,2024/06/17,2512.29,932,refund,Chicago,0
895,2024/03/10,1913.8,654,purchase,San Antonio,0
896,2024/10/03,2862.47,298,purchase,New York,0
897,2024/01/21,1995.72,939,refund,San Diego,0
898,2024/09/24,1854.21,986,purchase,Houston,0
899,2024/08/29,3581.73,916,refund,Houston,0
900,2024/06/21,1393.03,669,refund,San Jose,0
901,2024/04/21,4639.33,53,purchase,Los Angeles,0
902,2023/10/25,2805.54,197,refund,Houston,0
903,2024/03/10,1645.15,934,purchase,New York,0
904,2023/12/12,3958,700,refund,San Antonio,0
905,2023/12/18,2020.19,827,refund,New York,0
906,2024/04/24,4431.17,200,purchase,Los Angeles,0
907,2024/02/13,3511.77,863,refund,San Jose,0
908,2024/01/24,1263.4,250,refund,New York,0
909,2023/11/28,2942.12,138,refund,Philadelphia,0
910,2024/07/25,3481.85,743,refund,San Antonio,0
911,2024/05/27,2246.86,99,purchase,San Jose,0
912,2024/03/15,454.13,510,refund,Phoenix,0
913,2024/07/26,4036.96,191,refund,Chicago,0
914,2024/06/26,2672.46,967,refund,New York,0
915,2024/08/19,3132.92,274,purchase,San Antonio,0
916,2023/11/04,3380.3,10,purchase,San Jose,0
917,2024/01/23,3129.92,174,purchase,Houston,0
918,2023/11/03,2504.79,527,refund,Philadelphia,0
919,2024/07/24,3663.79,835,purchase,Philadelphia,0
920,2024/05/01,386.19,945,purchase,Chicago,0
921,2024/09/07,1215.21,924,purchase,San Diego,0
922,2024/09/13,1982.77,773,refund,Los Angeles,0
923,2024/02/27,4009.08,340,refund,Los Angeles,0
924,2024/01/20,1590.89,590,purchase,New York,0
925,2024/08/02,882.17,124,refund,New York,0
926,2024/06/12,4004.65,532,refund,Los Angeles,0
927,2024/08/13,1355.36,866,purchase,Chicago,1
928,2024/07/23,85.6,801,refund,New York,0
929,2024/05/03,1680.93,160,refund,San Jose,0
930,2024/03/12,4293.47,281,refund,San Jose,0
931,2024/08/02,63.56,244,refund,New York,0
932,2024/03/14,4501,966,purchase,Phoenix,0
933,2024/03/08,2489.76,99,purchase,Philadelphia,0
934,2024/01/15,2970.21,127,purchase,San Jose,0
935,2024/06/27,3106.17,551,refund,San Diego,0
936,2024/02/13,3374.58,712,purchase,Dallas,0
937,2024/03/19,1473.32,550,purchase,Philadelphia,0
938,2024/02/16,1222.26,457,refund,San Jose,0
939,2023/11/06,2317.06,406,purchase,Houston,0
940,2024/10/18,3745.85,646,purchase,Philadelphia,0
941,2024/01/02,2316.62,459,refund,Chicago,0
942,2023/12/04,2763.48,231,purchase,Dallas,0
943,2024/10/17,4413.28,531,purchase,Chicago,0
944,2024/06/06,2332.68,6,purchase,New York,0
945,2024/05/01,1214.98,702,refund,San Antonio,0
946,2024/06/04,1780.76,892,purchase,Dallas,0
947,2024/06/26,79.6,99,purchase,Dallas,0
948,2024/05/30,1154.11,922,refund,San Jose,0
949,2023/11/15,4494.77,744,refund,San Jose,0
950,2024/01/08,618.16,709,purchase,San Antonio,1
951,2024/07/07,1274.46,548,refund,San Antonio,0
952,2024/09/02,2363.65,574,purchase,Philadelphia,0
953,2024/10/03,2104.39,218,purchase,Los Angeles,0
954,2024/01/02,450.51,771,purchase,San Diego,0
955,2024/08/04,4326.59,686,purchase,San Antonio,0
956,2024/06/11,4295.89,720,refund,San Diego,0
957,2023/12/17,4811.12,9,purchase,Dallas,0
958,2024/02/20,3398.06,126,refund,Houston,0
959,2024/10/12,2670.61,283,purchase,Chicago,0
960,2024/05/30,4316.84,442,purchase,San Diego,0
961,2024/01/10,2262.68,461,purchase,New York,0
962,2024/09/23,1587.12,632,refund,Houston,0
963,2023/11/14,1986.92,974,refund,San Antonio,0
964,2024/04/29,257.96,84,refund,Dallas,0
965,2024/10/11,4903.79,238,purchase,San Antonio,0
966,2024/01/09,4764.4,431,refund,Houston,0
967,2024/04/15,2275.3,159,refund,New York,0
968,2024/04/13,918.76,688,refund,Los Angeles,0
969,2023/12/20,4415.81,524,refund,Philadelphia,0
970,2023/12/15,3553.45,121,purchase,Chicago,0
971,2024/09/02,2170.73,181,refund,Houston,0
972,2024/03/15,3657.46,8,refund,San Diego,0
973,2024/07/31,3772.82,233,purchase,Philadelphia,0
974,2023/11/11,725.13,353,refund,Los Angeles,0
975,2024/03/20,4519.79,458,refund,Los Angeles,0
976,2024/10/03,4990.79,426,refund,Houston,0
977,2023/12/04,1274.55,586,purchase,Dallas,0
978,2024/10/16,3565.15,516,purchase,San Diego,0
979,2023/11/20,4875.36,205,purchase,New York,0
980,2023/10/22,663.47,467,refund,Dallas,0
981,2024/02/11,2163.59,627,purchase,New York,0
982,2024/05/25,2250.63,294,purchase,San Jose,0
983,2024/02/24,4499.4,265,refund,Philadelphia,0
984,2024/02/08,3274.71,459,refund,New York,0
985,2024/03/04,922.03,584,refund,Phoenix,0
986,2023/11/30,4749.62,335,refund,Los Angeles,0
987,2024/09/13,3,537,refund,Philadelphia,0
988,2024/01/15,3897.75,245,refund,Chicago,0
989,2024/04/10,4505.35,804,purchase,New York,0
990,2024/07/30,1946.25,480,purchase,Houston,0
991,2024/05/26,2447.08,450,refund,Phoenix,0
992,2024/06/22,991.47,120,purchase,San Jose,0
993,2024/08/28,934.81,127,purchase,San Antonio,0
994,2024/05/07,2207.66,871,purchase,San Antonio,0
995,2024/03/13,4117.65,623,purchase,New York,0
996,2024/05/31,1559.54,858,purchase,Phoenix,0
997,2024/09/27,839.53,213,refund,Phoenix,0
998,2024/03/07,4148.41,286,purchase,San Antonio,0
999,2024/05/12,3594.24,474,refund,Philadelphia,0
1000,2024/10/18,1309.95,38,purchase,Chicago,0
1001,2024/06/18,4912.98,649,refund,Chicago,0
1002,2024/02/03,408.37,672,purchase,Philadelphia,0
1003,2024/06/14,1248.15,953,purchase,Chicago,0
1004,2024/05/04,900.62,436,purchase,Houston,0
1005,2023/11/16,4052.68,208,purchase,San Diego,0
1006,2024/04/27,1116.55,344,refund,San Jose,0
1007,2023/11/04,4794.49,221,refund,Los Angeles,0
1008,2024/01/29,1195.56,949,purchase,Chicago,0
1009,2024/06/29,77.35,799,purchase,Philadelphia,0
1010,2024/09/15,4481.07,482,purchase,Chicago,0
1011,2024/06/29,319.27,430,purchase,New York,0
1012,2024/01/24,58.8,983,purchase,Chicago,0
1013,2024/06/22,1544.81,780,refund,Dallas,0
1014,2023/12/23,3864.87,927,purchase,Chicago,0
1015,2024/04/26,2782.84,864,refund,San Diego,0
1016,2024/05/24,2027.05,731,refund,Los Angeles,0
1017,2024/01/18,2820.18,335,purchase,New York,0
1018,2023/12/11,2743.13,842,refund,Los Angeles,0
1019,2024/06/25,327.95,685,refund,Dallas,0
1020,2024/05/04,4001.24,713,refund,San Jose,0
1021,2024/01/23,1760.36,664,purchase,Philadelphia,0
1022,2023/10/27,3147.45,253,purchase,Dallas,0
1023,2024/08/09,1138.03,314,purchase,Phoenix,0
1024,2024/09/17,1593.69,75,refund,San Jose,0
1025,2024/06/07,3320.84,821,refund,San Diego,0
1026,2024/06/28,4488.94,273,refund,Houston,0
1027,2024/09/20,429.91,797,purchase,Chicago,0
1028,2024/05/25,1296.33,482,refund,San Antonio,0
1029,2023/12/11,1132.35,546,purchase,Phoenix,0
1030,2024/07/13,1341.09,33,refund,San Antonio,0
1031,2024/07/17,2948.34,305,purchase,Houston,0
1032,2024/05/19,4164.22,693,refund,Dallas,0
1033,2024/02/18,189.85,555,refund,San Antonio,0
1034,2024/10/20,751.25,580,purchase,New York,0
1035,2024/01/29,2450.73,99,purchase,Philadelphia,0
1036,2024/03/01,4283.46,458,refund,Los Angeles,0
1037,2024/07/28,4775.32,97,refund,Houston,0
1038,2024/10/02,4175.17,687,refund,San Diego,0
1039,2024/10/09,2421.8,136,purchase,Phoenix,0
1040,2024/03/12,2440.59,580,refund,Phoenix,0
1041,2023/12/19,4962.64,668,purchase,Houston,0
1042,2024/01/03,4610.42,299,purchase,San Antonio,0
1043,2023/11/20,4079.57,75,purchase,New York,0
1044,2023/10/31,782.63,422,refund,San Diego,0
1045,2024/04/08,2374.86,110,purchase,Phoenix,0
1046,2024/04/16,3059.59,169,refund,New York,0
1047,2024/08/02,4389.74,859,purchase,San Jose,0
1048,2024/02/29,3688.69,121,refund,Los Angeles,0
1049,2024/01/18,365.58,258,purchase,New York,0
1050,2024/06/02,2723.12,215,purchase,Houston,0
